"state","track","race","distance","trackcondition","trackrating","date","meetid","raceid","racestatus","raceclass","fieldsize","trialjumpout","horseid","name","entrantnumber","barrier","weight","margin","finish","winningtime","scratched","sp","placeodds","jockey","trainer","position400","position800"
VIC,Southside Pakenham Synthetic,6,1600,Synthetic,,2018-04-15,"5144089","5150566",Paying,BM 58,10,false,"5013602",White Slipper,7,1,56.5,6.75,8,"9993",false,3,,B.Mertens,C.W.Little,6,4
VIC,Southside Pakenham Synthetic,6,1600,Synthetic,,2018-04-15,"5144089","5150566",Paying,BM 58,10,false,"976902",Oklahoma Rocket,8,6,54.5,11.25,10,"9993",false,51,,J.A.Payne,B.A.Schreuder,9,10
VIC,Southside Pakenham Synthetic,6,1600,Synthetic,,2018-04-15,"5144089","5150566",Paying,BM 58,10,false,"950458",Treasure Map,9,2,54,5.65,6,"9993",false,16,,J.Mcneil,L.Oliver,7,5
VIC,Southside Pakenham Synthetic,6,1600,Synthetic,,2018-04-15,"5144089","5150566",Paying,BM 58,10,false,"980919",Tynong Rocket,10,7,54,8.5,9,"9993",false,201,,A.B.Robertson,Rc.Manning,3,1
SA,Morphettville,2,1050,Soft,"7",2018-08-18,"5153883","5168967",Paying,BM 70,4,false,"5034101",Dancers Kin,1,1,59,2.4,2,"6341",false,4.4,,K.Crowther,P.J.Stokes,3,3
SA,Morphettville,2,1050,Soft,"7",2018-08-18,"5153883","5168967",Paying,BM 70,4,false,"5030792",Chevite,2,3,57,2.9,3,"6341",false,14,,T.Pannell,T.Dansie & N.Storr,1,1
SA,Morphettville,2,1050,Soft,"7",2018-08-18,"5153883","5168967",Paying,BM 70,4,false,"5038578",Thine Is The Power,4,2,56,,1,"6341",false,1.3,,J.Kah,D. & B.Hayes & T.Dabernig,2,2
SA,Morphettville,2,1050,Soft,"7",2018-08-18,"5153883","5168967",Paying,BM 70,4,false,"5035983",Serious Spender,6,4,54,4.2,4,"6341",false,26,,R.M.Clark,L.Macdonald & A.Gluyas,4,4
VIC,Burrumbeet,3,1350,Good,"3",2018-01-01,"5143933","5141036",Paying,BM 64,7,false,"943516",Shy Frank,1,5,61.5,,1,"7970",false,3.4,,M.Lawrence,G.A.Osborne,,
VIC,Burrumbeet,3,1350,Good,"3",2018-01-01,"5143933","5141036",Paying,BM 64,7,false,"5008927",Archie Luxury,2,3,61,1.95,3,"7970",false,2.4,,M.Poy,S.Bottomley,,
VIC,Burrumbeet,3,1350,Good,"3",2018-01-01,"5143933","5141036",Paying,BM 64,7,false,"904486",Benambra,3,6,61,3.9,5,"7970",false,8.5,,L.Doodt,J.A.Scott,,
VIC,Burrumbeet,3,1350,Good,"3",2018-01-01,"5143933","5141036",Paying,BM 64,7,false,"935204",Mywordsaidthebird,4,2,60.5,6.4,6,"7970",false,9,,L.Smith,M.Cornish & D.Gaskin,,
VIC,Burrumbeet,3,1350,Good,"3",2018-01-01,"5143933","5141036",Paying,BM 64,7,false,"1005070",Forsixtyfiveroses,6,4,57,7.9,7,"7970",false,5,,H.T.Coffey,A.R.Coffey,,
VIC,Burrumbeet,3,1350,Good,"3",2018-01-01,"5143933","5141036",Paying,BM 64,7,false,"977576",Under Gods Sky,7,7,55.5,1.75,2,"7970",false,18,,K.Furness,I.A.Blackburn,,
VIC,Burrumbeet,3,1350,Good,"3",2018-01-01,"5143933","5141036",Paying,BM 64,7,false,"989384",Jawsome,9,1,55,3.7,4,"7970",false,10,,S.Karlsson,L.F.Porter,,
SA,Morphettville,3,2000,Soft,"7",2018-08-18,"5153883","5168968",Paying,BM 78,7,false,"5040127",Kellstorm,1,2,60.5,7.7,4,"12978",false,3,,C.Newitt,D.K.Weir,4,4
SA,Morphettville,3,2000,Soft,"7",2018-08-18,"5153883","5168968",Paying,BM 78,7,false,"905105",Little Akie,2,5,57,12.3,6,"12978",false,12,,J.Huxtable,B.C.Mueller,7,6
SA,Morphettville,3,2000,Soft,"7",2018-08-18,"5153883","5168968",Paying,BM 78,7,false,"995760",Cinnamon Carter,3,1,55,12.3,7,"12978",false,9,,J.Holder,R.E.Laing,6,7
SA,Morphettville,3,2000,Soft,"7",2018-08-18,"5153883","5168968",Paying,BM 78,7,false,"5010013",Dance Of Heroes,4,4,54,4.1,3,"12978",false,9,,R.Sakai,G.R.Young,3,5
SA,Morphettville,3,2000,Soft,"7",2018-08-18,"5153883","5168968",Paying,BM 78,7,false,"998180",Igitur,5,3,54,9.3,5,"12978",false,21,,A.K.Chan,E.Hubbard,5,3
SA,Morphettville,3,2000,Soft,"7",2018-08-18,"5153883","5168968",Paying,BM 78,7,false,"5019277",Super Swoop,6,6,54,0.1,2,"12978",false,3,,R.M.Clark,L.Macdonald & A.Gluyas,2,2
SA,Morphettville,3,2000,Soft,"7",2018-08-18,"5153883","5168968",Paying,BM 78,7,false,"986348",Ayers Rock,7,7,54,,1,"12978",false,7,,P.Gatt,S.W.Mathrick,1,1
VIC,Burrumbeet,4,1350,Good,"3",2018-01-01,"5143933","5141035",Paying,BM 0-57,8,false,"994638",Rocks In My Head,1,1,59.5,13,7,"7977",false,10,,L.Smith,P.A.G.Banks,,
VIC,Burrumbeet,4,1350,Good,"3",2018-01-01,"5143933","5141035",Paying,BM 0-57,8,false,"976634",Dame Largo,2,7,58,4,2,"7977",false,2.7,,S.Karlsson,A.G.Sawden,,
VIC,Burrumbeet,4,1350,Good,"3",2018-01-01,"5143933","5141035",Paying,BM 0-57,8,false,"967743",Florever Special,3,5,58,11.25,5,"7977",false,11,,J.Benbow,N.B.Watson,,
VIC,Burrumbeet,4,1350,Good,"3",2018-01-01,"5143933","5141035",Paying,BM 0-57,8,false,"993019",Gondoliera,5,8,57,,1,"7977",false,4.4,,N.Farley,N.Smart,,
VIC,Burrumbeet,4,1350,Good,"3",2018-01-01,"5143933","5141035",Paying,BM 0-57,8,false,"943877",Melomane,6,6,57,5.75,3,"7977",false,6,,L.Doodt,J.A.Scott,,
VIC,Burrumbeet,4,1350,Good,"3",2018-01-01,"5143933","5141035",Paying,BM 0-57,8,false,"968246",Over And Back,7,3,56.5,8,4,"7977",false,17,,K.Furness,G.R.Bath,,
VIC,Burrumbeet,4,1350,Good,"3",2018-01-01,"5143933","5141035",Paying,BM 0-57,8,false,"984221",I Can Stay All Day,8,4,56,15.25,8,"7977",false,20,,R.Pearson,Af.Murphy,,
VIC,Burrumbeet,4,1350,Good,"3",2018-01-01,"5143933","5141035",Paying,BM 0-57,8,false,"945852",Frisky No More,9,2,56.5,12,6,"7977",false,11,,S.Payne,A.A.Barber,,
VIC,Southside Pakenham Synthetic,7,1400,Synthetic,,2018-04-15,"5144089","5150561",Paying,BM 58,9,false,"994908",Royal Enigma,1,7,60.5,0.5,2,"8550",false,4.2,,J.Mcneil,K.L.Durden,4,5
VIC,Southside Pakenham Synthetic,7,1400,Synthetic,,2018-04-15,"5144089","5150561",Paying,BM 58,9,false,"965831",Stradista,3,3,59,9,8,"8550",false,26,,S.Wynne,S.Wynne,3,4
VIC,Southside Pakenham Synthetic,7,1400,Synthetic,,2018-04-15,"5144089","5150561",Paying,BM 58,9,false,"1011280",Frankincense,4,9,58.5,,1,"8550",false,2.9,,N.Punch,R.J.Stephens,7,7
VIC,Southside Pakenham Synthetic,7,1400,Synthetic,,2018-04-15,"5144089","5150561",Paying,BM 58,9,false,"5014876",Our Boy Jack,5,8,58.5,5,6,"8550",false,5,,R.Mcleod,N.J.Harnett,2,1
VIC,Southside Pakenham Synthetic,7,1400,Synthetic,,2018-04-15,"5144089","5150561",Paying,BM 58,9,false,"999434",Paris Reward,6,4,57.5,3.25,4,"8550",false,4,,N.Callow,L.Oliver,1,2
VIC,Southside Pakenham Synthetic,7,1400,Synthetic,,2018-04-15,"5144089","5150561",Paying,BM 58,9,false,"990185",Super Charm,7,5,56.5,2,3,"8550",false,17,,C.Douglas,L.Mcgill,5,3
VIC,Southside Pakenham Synthetic,7,1400,Synthetic,,2018-04-15,"5144089","5150561",Paying,BM 58,9,false,"947284",Tatler Belle,8,1,55,8.5,7,"8550",false,71,,L.Grace,T.D.Kilgower,8,8
VIC,Southside Pakenham Synthetic,7,1400,Synthetic,,2018-04-15,"5144089","5150561",Paying,BM 58,9,false,"988743",Girls Got Stars,9,6,54,9.1,9,"8550",false,101,,H.Grace,T.D.Kilgower,9,9
VIC,Southside Pakenham Synthetic,7,1400,Synthetic,,2018-04-15,"5144089","5150561",Paying,BM 58,9,false,"999232",Just Artie,10,2,54,4,5,"8550",false,101,,A.B.Robertson,Mr.Sues,6,6
VIC,Sandown Hillside,1,1300,Good,"3",2018-12-12,"5149182","5172919",Paying,Maiden,9,false,"5026013",Reggae Roc,2,1,58.5,5.25,4,"7696",false,19,,J.Mcneil,B.J.Goodwin,6,8
VIC,Sandown Hillside,1,1300,Good,"3",2018-12-12,"5149182","5172919",Paying,Maiden,9,false,"5027605",Rivarola,3,6,57,5.35,5,"7696",false,12,,B.J.Melham,A.L.Johnston,1,1
VIC,Sandown Hillside,1,1300,Good,"3",2018-12-12,"5149182","5172919",Paying,Maiden,9,false,"5043745",Sheet Lightning,4,4,57,7.45,7,"7696",false,6.5,,J.Bowditch,N.A.Blackiston,7,5
VIC,Sandown Hillside,1,1300,Good,"3",2018-12-12,"5149182","5172919",Paying,Maiden,9,false,"5257215",Urban Myth,5,9,57,11.95,9,"7696",false,9.5,,J.Noonan,M.Mehegan,2,2
VIC,Sandown Hillside,1,1300,Good,"3",2018-12-12,"5149182","5172919",Paying,Maiden,9,false,"5034193",Young Harry Cool,6,2,57,5.45,6,"7696",false,5.5,,D.Oliver,C.Scott,8,7
VIC,Sandown Hillside,1,1300,Good,"3",2018-12-12,"5149182","5172919",Paying,Maiden,9,false,"1008730",Outgirl,7,3,56.5,10.2,8,"7696",false,101,,A.B.Robertson,Tj.Andrews,4,4
VIC,Sandown Hillside,1,1300,Good,"3",2018-12-12,"5149182","5172919",Paying,Maiden,9,false,"5029059",Fast And Ready,9,5,55,2.75,2,"7696",false,7.5,,S.Baster,L. & T.Corstens,9,9
VIC,Sandown Hillside,1,1300,Good,"3",2018-12-12,"5149182","5172919",Paying,Maiden,9,false,"5034281",Lickopaint,10,8,55,,1,"7696",false,2.5,,J.Childs,D. & B.Hayes & T.Dabernig,3,3
VIC,Sandown Hillside,1,1300,Good,"3",2018-12-12,"5149182","5172919",Paying,Maiden,9,false,"5043190",Reliable Lisa,11,7,55,4.5,3,"7696",false,19,,M.J.Dee,P.G.Carey,5,6
VIC,Burrumbeet,5,1000,Good,"3",2018-01-01,"5143933","5141034",Paying,BM 0-57,8,false,"930153",Motific,2,3,59.5,2.65,4,"5850",false,4.4,,L.Doodt,C.C.Parry,,
VIC,Burrumbeet,5,1000,Good,"3",2018-01-01,"5143933","5141034",Paying,BM 0-57,8,false,"913940",Merry Christmas,3,8,59,8.9,8,"5850",false,21,,M.Lawrence,N.B.Watson,,
VIC,Burrumbeet,5,1000,Good,"3",2018-01-01,"5143933","5141034",Paying,BM 0-57,8,false,"1005115",Scaarjn Force,4,5,59,6.9,7,"5850",false,9,,S.J.Noble,S.G.Noble,,
VIC,Burrumbeet,5,1000,Good,"3",2018-01-01,"5143933","5141034",Paying,BM 0-57,8,false,"968095",Jack Henry,5,7,58.5,0.2,2,"5850",false,6.5,,K.Furness,P.A.G.Banks,,
VIC,Burrumbeet,5,1000,Good,"3",2018-01-01,"5143933","5141034",Paying,BM 0-57,8,false,"961199",Kickin The Traces,6,6,58,2.45,3,"5850",false,7,,L.Smith,N.W.Rees,,
VIC,Burrumbeet,5,1000,Good,"3",2018-01-01,"5143933","5141034",Paying,BM 0-57,8,false,"943433",Cheap Tycoon,8,4,57,,1,"5850",false,3,,R.Pearson,J.P.T.Linehan,,
VIC,Burrumbeet,5,1000,Good,"3",2018-01-01,"5143933","5141034",Paying,BM 0-57,8,false,"953770",Warrior Lady,9,2,57,4.65,6,"5850",false,10,,J.Benbow,N.B.Watson,,
VIC,Burrumbeet,5,1000,Good,"3",2018-01-01,"5143933","5141034",Paying,BM 0-57,8,false,"956612",Salaqua,10,1,55,3.4,5,"5850",false,17,,M.Poy,A.A.Barber,,
SA,Morphettville,4,1050,Soft,"7",2018-08-18,"5153883","5168972",Paying,BM 70,8,false,"998748",All Carisma,1,7,58,11,7,"6265",false,21,,J.Holder,J.B.O'Connor,2,2
SA,Morphettville,4,1050,Soft,"7",2018-08-18,"5153883","5168972",Paying,BM 70,8,false,"1004158",Nodoubtaboutit,2,5,58,8.1,5,"6265",false,6.5,,D.Caboche,P.J.Stokes,6,6
SA,Morphettville,4,1050,Soft,"7",2018-08-18,"5153883","5168972",Paying,BM 70,8,false,"977539",Akkacan,4,4,57.5,3.7,3,"6265",false,9.5,,J.Kah,J.B.O'Connor,1,1
SA,Morphettville,4,1050,Soft,"7",2018-08-18,"5153883","5168972",Paying,BM 70,8,false,"999178",Midnight Storm,6,6,57,8.1,6,"6265",false,8.5,,T.Pannell,J.D.Smith,5,4
SA,Morphettville,4,1050,Soft,"7",2018-08-18,"5153883","5168972",Paying,BM 70,8,false,"5018696",Thompsons Reward,7,8,57,4.6,4,"6265",false,3.3,,K.Crowther,D.R.Jolly,7,8
SA,Morphettville,4,1050,Soft,"7",2018-08-18,"5153883","5168972",Paying,BM 70,8,false,"5024541",Debt Collector,8,2,56.5,,1,"6265",false,3.2,,R.M.Clark,S.G.Padman,8,7
SA,Morphettville,4,1050,Soft,"7",2018-08-18,"5153883","5168972",Paying,BM 70,8,false,"5019082",Extreme Thrill,9,1,56.5,0.9,2,"6265",false,11,,G.Cartwright,W.Francis & G.Kent,3,5
SA,Morphettville,4,1050,Soft,"7",2018-08-18,"5153883","5168972",Paying,BM 70,8,false,"999109",With Hope,10,3,54.5,17.6,8,"6265",false,21,,A.Jordsjo,K.M.Sweeney,4,3
VIC,Southside Pakenham Synthetic,8,1200,Synth,"99",2018-04-15,"5144089","5150560",Paying,BM 58,9,false,"1000575",Channing,2,7,60.5,0.3,3,"7336",false,3.8,,C.Douglas,A.L.Johnston,5,5
VIC,Southside Pakenham Synthetic,8,1200,Synth,"99",2018-04-15,"5144089","5150560",Paying,BM 58,9,false,"1005452",Chakeela,3,1,60,3.4,7,"7336",false,3.1,,D.W.Stackhouse,C.Maher & D.Eustace,3,4
VIC,Southside Pakenham Synthetic,8,1200,Synth,"99",2018-04-15,"5144089","5150560",Paying,BM 58,9,false,"985197",Surprise Hero,4,4,59.5,,1,"7336",false,4.2,,B.Mertens,L.Oliver,9,9
VIC,Southside Pakenham Synthetic,8,1200,Synth,"99",2018-04-15,"5144089","5150560",Paying,BM 58,9,false,"980386",Prize Lily,5,6,59,1.55,4,"7336",false,12,,J.Noonan,Nj.Roe,2,3
VIC,Southside Pakenham Synthetic,8,1200,Synth,"99",2018-04-15,"5144089","5150560",Paying,BM 58,9,false,"947145",Lardie Lass,6,8,57,0.2,2,"7336",false,13,,J.Mcneil,J.R.Allen,8,7
VIC,Southside Pakenham Synthetic,8,1200,Synth,"99",2018-04-15,"5144089","5150560",Paying,BM 58,9,false,"886781",Lots Of Smacks,7,9,56,1.65,5,"7336",false,10,,J.A.Payne,B.J.Simpson,6,8
VIC,Southside Pakenham Synthetic,8,1200,Synth,"99",2018-04-15,"5144089","5150560",Paying,BM 58,9,false,"990913",Bellefontein,8,2,54,5.9,8,"7336",false,41,,N.Punch,R.J.Stephens,7,6
VIC,Southside Pakenham Synthetic,8,1200,Synth,"99",2018-04-15,"5144089","5150560",Paying,BM 58,9,false,"949438",Parvenu,9,5,54,10.65,9,"7336",false,41,,H.Grace,T.D.Kilgower,4,1
VIC,Southside Pakenham Synthetic,8,1200,Synth,"99",2018-04-15,"5144089","5150560",Paying,BM 58,9,false,"910987",Runs For Fun,10,3,54,2.4,6,"7336",false,61,,J.Darose,Mf.Cox,1,2
VIC,Sandown Hillside,2,1400,Good,"3",2018-12-12,"5149182","5172918",Paying,Maiden,11,false,"5030360",Basil,1,8,58,3.55,8,"8449",false,7,,A.Mallyon,D. & B.Hayes & T.Dabernig,2,2
VIC,Sandown Hillside,2,1400,Good,"3",2018-12-12,"5149182","5172918",Paying,Maiden,11,false,"5040288",Bold Cavalier,2,1,58,8,11,"8449",false,101,,L.Currie,R.Besanko,7,6
VIC,Sandown Hillside,2,1400,Good,"3",2018-12-12,"5149182","5172918",Paying,Maiden,11,false,"5146213",Bond Of Trust,3,4,58,0.85,3,"8449",false,6.5,,M.J.Dee,M.Price,4,4
VIC,Sandown Hillside,2,1400,Good,"3",2018-12-12,"5149182","5172918",Paying,Maiden,11,false,"5032493",Maslow,4,5,58,1.15,5,"8449",false,5,,D.Oliver,H.Conners,5,5
VIC,Sandown Hillside,2,1400,Good,"3",2018-12-12,"5149182","5172918",Paying,Maiden,11,false,"5031058",Publicans Choice,5,9,58,4.25,10,"8449",false,15,,B.J.Melham,D.R.Brideoake,10,9
VIC,Sandown Hillside,2,1400,Good,"3",2018-12-12,"5149182","5172918",Paying,Maiden,11,false,"5036024",Schwitzer,6,2,58,1.55,6,"8449",false,8.5,,N.Beriman,G.Eurell,3,3
VIC,Sandown Hillside,2,1400,Good,"3",2018-12-12,"5149182","5172918",Paying,Maiden,11,false,"5037265",Whitemore,7,6,58,1.05,4,"8449",false,7.5,,J.Mcneil,R.D.Griffiths,1,1
